Date,Open,High,Low,Close,Adj Close,Volume
2012-12-01,9484.200195,10433.629883,9376.969727,10395.179688,10395.179688,3432700000
2013-01-01,10604.500000,11145.379883,10398.610352,11138.660156,11138.660156,4335800000
2013-02-01,11193.719727,11662.519531,11046.919922,11559.360352,11559.360352,5299900000
2013-03-01,11464.709961,12650.259766,11464.709961,12397.910156,12397.910156,4251700000
2013-04-01,12371.339844,13983.870117,11805.780273,13860.860352,13860.860352,6211600000
2013-05-01,13837.719727,15942.599609,13555.660156,13774.540039,13774.540039,7190600000
2013-06-01,13551.360352,13724.440430,12415.849609,13677.320313,13677.320313,4755100000
2013-07-01,13746.719727,14953.290039,13562.700195,13668.320313,13668.320313,4145700000
2013-08-01,13674.500000,14466.160156,13188.139648,13388.860352,13388.860352,3158800000
2013-09-01,13438.070313,14817.500000,13407.530273,14455.799805,14455.799805,2908600000
2013-10-01,14517.980469,14799.280273,13748.940430,14327.940430,14327.940430,3095600000
2013-11-01,14403.070313,15729.089844,14026.169922,15661.870117,15661.870117,3175900000
2013-12-01,15659.740234,16320.219727,15112.540039,16291.309570,16291.309570,3151000000
2014-01-01,16147.540039,16164.009766,14764.570313,14914.530273,14914.530273,3734900000
2014-02-01,14788.559570,15094.540039,13995.860352,14841.070313,14841.070313,3390300000
2014-03-01,14666.929688,15312.599609,14203.209961,14827.830078,14827.830078,3011800000
2014-04-01,14870.509766,15164.389648,13885.110352,14304.110352,14304.110352,2575500000
2014-05-01,14341.089844,14744.160156,13964.429688,14632.379883,14632.379883,2560200000
2014-06-01,14777.509766,15442.669922,14777.509766,15162.099609,15162.099609,2715300000
2014-07-01,15179.639648,15759.660156,15101.490234,15620.769531,15620.769531,2467400000
2014-08-01,15511.540039,15628.780273,14753.839844,15424.589844,15424.589844,2300800000
2014-09-01,15454.589844,16374.139648,15440.990234,16173.519531,16173.519531,2530100000
2014-10-01,16173.389648,16533.910156,14529.030273,16413.759766,16413.759766,3436700000
2014-11-01,16732.849609,17520.539063,16713.369141,17459.849609,17459.849609,3155400000
2014-12-01,17475.099609,18030.830078,16672.939453,17450.769531,17450.769531,2962900000
2015-01-01,17325.679688,17850.589844,16592.570313,17674.390625,17674.390625,2691500000
2015-02-01,17536.609375,18865.390625,17271.869141,18797.939453,18797.939453,2975400000
2015-03-01,18869.400391,19778.599609,18577.060547,19206.990234,19206.990234,3191800000
2015-04-01,19129.750000,20252.119141,18927.949219,19520.009766,19520.009766,3047400000
2015-05-01,19510.849609,20655.330078,19257.849609,20563.150391,20563.150391,3291500000
2015-06-01,20444.539063,20952.710938,19990.550781,20235.730469,20235.730469,3459500000
2015-07-01,20291.050781,20850.000000,19115.199219,20585.240234,20585.240234,3318200000
2015-08-01,20540.210938,20946.929688,17714.300781,18890.480469,18890.480469,3723100000
2015-09-01,18763.720703,18777.470703,16901.490234,17388.150391,17388.150391,3132300000
2015-10-01,17479.970703,19202.339844,17389.570313,19083.099609,19083.099609,2979600000
2015-11-01,18827.109375,19994.050781,18641.220703,19747.470703,19747.470703,2559500000
2015-12-01,19799.080078,20012.400391,18562.509766,19033.710938,19033.710938,2749100000
2016-01-01,18818.580078,18951.119141,16017.259766,17518.300781,17518.300781,3235900000
2016-02-01,17699.599609,17905.369141,14865.769531,16026.759766,16026.759766,4174100000
2016-03-01,16013.000000,17291.349609,15857.370117,16758.669922,16758.669922,3307500000
2016-04-01,16719.560547,17613.560547,15471.799805,16666.050781,16666.050781,3230600000
2016-05-01,16357.099609,17251.359375,15975.469727,17234.980469,17234.980469,2563800000
2016-06-01,17097.220703,17145.949219,14864.009766,15575.919922,15575.919922,3093000000
2016-07-01,15698.019531,16938.960938,15106.519531,16569.269531,16569.269531,2816900000
2016-08-01,16415.310547,16943.669922,15921.040039,16887.400391,16887.400391,2675600000
2016-09-01,16885.160156,17156.359375,16285.410156,16449.839844,16449.839844,2493200000
2016-10-01,16566.029297,17461.029297,16554.830078,17425.019531,17425.019531,2222800000
2016-11-01,17380.539063,18482.939453,16111.809570,18308.480469,18308.480469,3226000000
2016-12-01,18535.240234,19592.900391,18227.390625,19114.369141,19114.369141,3038700000
2017-01-01,19298.679688,19615.400391,18650.330078,19041.339844,19041.339844,2440400000
2017-02-01,18926.970703,19519.439453,18805.320313,19118.990234,19118.990234,2606300000
2017-03-01,19226.939453,19668.009766,18909.259766,18909.259766,18909.259766,2646000000
2017-04-01,18988.000000,19289.429688,18224.679688,19196.740234,19196.740234,2178500000
2017-05-01,19154.029297,19998.490234,19144.619141,19650.570313,19650.570313,2230200000
2017-06-01,19692.160156,20318.109375,19686.320313,20033.429688,20033.429688,2326500000
2017-07-01,20056.320313,20200.880859,19856.650391,19925.179688,19925.179688,1790600000
2017-08-01,19907.080078,20113.730469,19280.019531,19646.240234,19646.240234,1876000000
2017-09-01,19733.570313,20481.269531,19239.519531,20356.279297,20356.279297,1807500000
2017-10-01,20400.509766,22086.880859,20363.279297,22011.609375,22011.609375,1872800000
2017-11-01,22144.919922,23382.150391,21972.339844,22724.960938,22724.960938,1981200000
2017-12-01,22916.929688,22994.330078,22119.210938,22764.939453,22764.939453,1539000000
2018-01-01,23073.730469,24129.339844,23065.199219,23098.289063,23098.289063,1606300000
2018-02-01,23276.099609,23492.769531,20950.150391,22068.240234,22068.240234,1840200000
2018-03-01,21901.130859,21971.160156,20347.490234,21454.300781,21454.300781,1732700000
2018-04-01,21441.570313,22495.560547,21056.019531,22467.869141,22467.869141,1386000000
2018-05-01,22453.419922,23050.390625,21931.650391,22201.820313,22201.820313,1607600000
2018-06-01,22126.250000,23011.570313,22038.400391,22304.509766,22304.509766,1513500000
2018-07-01,22233.800781,22949.320313,21462.949219,22553.720703,22553.720703,1523800000
2018-08-01,22642.179688,23032.169922,21851.320313,22865.150391,22865.150391,1515200000
2018-09-01,22819.169922,24286.099609,22172.900391,24120.039063,24120.039063,1447600000
2018-10-01,24173.369141,24448.070313,20971.929688,21920.460938,21920.460938,1822800000
2018-11-01,21906.410156,22583.429688,21243.380859,22351.060547,22351.060547,1534700000
2018-12-01,22629.390625,22698.789063,18948.580078,20014.769531,20014.769531,1529200000
2019-01-01,19655.130859,20892.679688,19241.369141,20773.490234,20773.490234,1275600000
2019-02-01,20797.029297,21610.880859,20315.310547,21385.160156,21385.160156,1276100000
2019-03-01,21490.019531,21860.390625,20911.570313,21205.810547,21205.810547,1396900000
2019-04-01,21500.890625,22362.919922,21471.119141,22258.730469,22258.730469,1187800000
2019-05-01,22184.400391,22190.490234,20581.580078,20601.189453,20601.189453,1458100000
2019-06-01,20327.869141,21497.820313,20289.640625,21275.919922,21275.919922,1195400000
2019-07-01,21566.269531,21823.070313,20993.439453,21521.529297,21521.529297,1168700000
2019-08-01,21361.580078,21556.689453,20110.759766,20704.369141,20704.369141,1373500000
2019-09-01,20625.750000,22255.560547,20554.160156,21755.839844,21755.839844,1392600000
2019-10-01,21831.439453,23008.429688,21276.009766,22927.039063,22927.039063,1347900000
2019-11-01,22730.490234,23608.060547,22705.599609,23293.910156,23293.910156,1356700000
2019-12-01,23388.630859,24091.119141,23044.779297,23656.619141,23656.619141,1173000000
2020-01-01,23319.759766,24115.949219,22892.949219,23205.179688,23205.179688,1133600000
2020-02-01,22874.269531,23995.369141,20916.400391,21142.960938,21142.960938,1396200000
2020-03-01,20849.789063,21719.779297,16358.190430,18917.009766,18917.009766,3101700000
2020-04-01,18686.119141,20365.890625,17646.500000,20193.689453,20193.689453,1837200000
2020-05-01,19991.970703,21955.439453,19448.929688,21877.890625,21877.890625,1539400000
2020-06-01,21910.890625,23185.849609,21529.830078,22288.140625,22288.140625,1754000000
2020-07-01,22338.300781,22965.560547,21710.000000,21710.000000,21710.000000,1454700000
2020-08-01,21947.580078,23431.039063,21919.830078,23139.759766,23139.759766,1357300000
2020-09-01,23089.630859,23622.740234,22878.710938,23185.119141,23185.119141,1362400000
2020-10-01,23184.929688,23725.580078,22948.470703,22977.130859,22977.130859,1148600000
2020-11-01,23110.740234,26834.199219,23096.789063,26433.619141,26433.619141,1614800000
2020-12-01,26624.199219,27602.519531,26327.080078,27444.169922,27444.169922,1340300000
2021-01-01,27575.570313,28979.529297,27002.179688,27663.390625,27663.390625,1388600000
2021-02-01,27649.070313,30714.519531,27649.070313,28966.009766,28966.009766,1406000000
2021-03-01,29419.449219,30485.000000,28308.570313,29178.800781,29178.800781,1956500000
2021-04-01,29441.910156,30208.890625,28419.839844,28812.630859,28812.630859,1231300000
2021-05-01,29024.009766,29685.410156,27385.029297,28860.080078,28860.080078,1313600000
2021-06-01,28998.650391,29480.849609,27795.859375,28791.529297,28791.529297,1258700000
2021-07-01,28832.410156,28852.310547,27272.490234,27283.589844,27283.589844,1108100000
2021-08-01,27493.320313,28279.800781,26954.810547,28089.539063,28089.539063,1235400000
2021-09-01,28179.039063,30795.779297,28179.039063,29452.660156,29452.660156,1561500000
2021-10-01,29235.109375,29489.109375,27293.619141,28892.689453,28892.689453,1601900000
2021-11-01,29330.679688,29960.929688,27819.140625,27821.759766,27821.759766,1433700000
2021-12-01,27866.730469,29121.009766,27588.609375,28791.710938,28791.710938,1284100000
2022-01-01,29098.410156,29388.160156,26044.519531,27001.980469,27001.980469,1387900000
2022-02-01,27167.140625,27880.699219,25775.640625,26526.820313,26526.820313,1390900000
2022-03-01,26836.740234,28338.810547,24681.740234,27821.429688,27821.429688,1882500000
2022-04-01,27624.109375,27965.939453,26051.039063,26847.900391,26847.900391,1345900000
2022-05-01,26851.099609,27463.330078,25688.109375,27279.800781,27279.800781,1582900000
2022-06-01,27295.630859,28389.750000,25520.230469,26393.039063,26393.039063,1637700000
2022-07-01,26460.710938,28015.679688,25841.750000,27801.640625,27801.640625,1339300000
2022-08-01,27813.820313,29222.769531,27530.599609,28091.529297,28091.529297,1397800000
2022-09-01,27797.000000,28659.759766,25805.589844,25937.210938,25937.210938,1377200000
2022-10-01,25778.949219,27602.990234,25621.960938,27587.460938,27587.460938,1435500000
2022-11-01,27614.640625,28502.289063,27032.019531,27968.990234,27968.990234,1555800000
2022-12-01,28273.130859,28423.460938,25953.919922,26094.500000,26094.500000,1484200000
